FID,assem_dist,asset_id,at_between,boro_cd,boro_code,boro_name,cong_dist,coun_dist,latitude,location,longitude,nodeid,physical_i,segment_id,shelter_id,st_sen_dis,street
19,53.000000000000000,20.000000000000000,FLUSHING AV,301.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,33.000000000000000,40.700867000000002,BROADWAY,-73.942323000000002,27324.000000000000000,171229.000000000000000,0292667,BR0157,18.000000000000000,BROADWAY
20,54.000000000000000,21.000000000000000,CRESCENT ST,305.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,37.000000000000000,40.681739999999998,Atlantic Av,-73.871889999999993,77826.000000000000000,43366.000000000000000,0157782,BR0175,18.000000000000000,ATLANTIC AVENUE
21,56.000000000000000,22.000000000000000,TOMPKINS AV,303.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.686923000000000,GATES AV,-73.944980000000001,0.000000000000000,68955.000000000000000,9003426,BR02000,25.000000000000000,GATES AVENUE
22,51.000000000000000,23.000000000000000,4 AV,307.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,38.000000000000000,40.640597999999997,60 ST,-74.018179000000003,0.000000000000000,42295.000000000000000,0161357,BR02001,20.000000000000000,60 STREET
23,49.000000000000000,24.000000000000000,8 AV,307.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,38.000000000000000,40.635694999999998,60 ST,-74.009731000000002,0.000000000000000,42292.000000000000000,0020579,BR02003,20.000000000000000,60 STREET
24,47.000000000000000,25.000000000000000,86 ST,311.000000000000000,3.000000000000000,Brooklyn,11.000000000000000,47.000000000000000,40.602182999999997,BAY PKWY,-73.993388999999993,0.000000000000000,51305.000000000000000,0018909,BR02005,23.000000000000000,BAY PARKWAY
25,49.000000000000000,26.000000000000000,18 AV,311.000000000000000,3.000000000000000,Brooklyn,10.000000000000000,47.000000000000000,40.613346999999997,BAY RIDGE PKWY,-73.995744000000002,0.000000000000000,37024.000000000000000,0019978,BR02010,22.000000000000000,BAY RIDGE PARKWAY
26,49.000000000000000,27.000000000000000,NEW UTRECHT AV,311.000000000000000,3.000000000000000,Brooklyn,10.000000000000000,43.000000000000000,40.615498000000002,BAY RIDGE PKWY,-73.999658999999994,0.000000000000000,37022.000000000000000,0019853,BR02011,22.000000000000000,BAY RIDGE PARKWAY
27,46.000000000000000,28.000000000000000,BENSON AV,311.000000000000000,3.000000000000000,Brooklyn,11.000000000000000,43.000000000000000,40.610846000000002,14 AV,-74.013561999999993,13179.000000000000000,42761.000000000000000,0019391,BR02012,22.000000000000000,14 AVENUE
28,47.000000000000000,29.000000000000000,86 ST,311.000000000000000,3.000000000000000,Brooklyn,11.000000000000000,47.000000000000000,40.602167999999999,BAY PKWY,-73.993746999999999,0.000000000000000,51305.000000000000000,0018909,BR02014,23.000000000000000,BAY PARKWAY
29,46.000000000000000,30.000000000000000,OCEAN PKWY,313.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,48.000000000000000,40.580004000000002,NEPTUNE AV,-73.968761999999998,0.000000000000000,39820.000000000000000,0151397,BR02015,23.000000000000000,NEPTUNE AVENUE
30,45.000000000000000,31.000000000000000,NEPTUNE AV,313.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,48.000000000000000,40.581814000000001,Coney Island Av,-73.959783999999999,16756.000000000000000,39316.000000000000000,0025706,BR02016,23.000000000000000,CONEY ISLAND AVENUE
31,45.000000000000000,32.000000000000000,AV X,315.000000000000000,3.000000000000000,Brooklyn,11.000000000000000,48.000000000000000,40.591306000000003,Coney Island Av,-73.960800000000006,0.000000000000000,39291.000000000000000,0025773,BR02019,22.000000000000000,CONEY ISLAND AVENUE
32,41.000000000000000,33.000000000000000,AV X,315.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,48.000000000000000,40.593947000000000,NOSTRAND AV,-73.940780000000004,9002702.000000000000000,44473.000000000000000,9000656,BR02020,19.000000000000000,NOSTRAND AVENUE
33,45.000000000000000,34.000000000000000,OCEAN PKWY,315.000000000000000,3.000000000000000,Brooklyn,11.000000000000000,44.000000000000000,40.605417000000003,KINGS HWY,-73.967382999999998,0.000000000000000,47724.000000000000000,0163236,BR02021,22.000000000000000,KINGS HIGHWAY
34,41.000000000000000,35.000000000000000,COYLE ST,315.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,46.000000000000000,40.600980999999997,AV U,-73.937532000000004,0.000000000000000,45385.000000000000000,0039852,BR02022,22.000000000000000,AVENUE U
35,41.000000000000000,36.000000000000000,AV V,315.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,46.000000000000000,40.600057999999997,GERRITSEN AV,-73.933006000000006,0.000000000000000,48511.000000000000000,0039967,BR02023,22.000000000000000,GERRITSEN AVENUE
36,55.000000000000000,37.000000000000000,UTICA AV,308.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,36.000000000000000,40.670653999999999,ST JOHNS PL,-73.930756000000002,26865.000000000000000,69060.000000000000000,9001894,BR02024,20.000000000000000,ST JOHNS PLACE
37,55.000000000000000,38.000000000000000,RALPH AV,308.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,41.000000000000000,40.670237000000000,ST JOHNS PL,-73.923162000000005,0.000000000000000,69058.000000000000000,0043377,BR02025,20.000000000000000,ST JOHNS PLACE
38,60.000000000000000,39.000000000000000,Pennsylvania Av,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.669359000000000,Sutter Av,-73.894841999999997,0.000000000000000,71460.000000000000000,0047549,BR02026,19.000000000000000,SUTTER AVENUE
39,60.000000000000000,40.000000000000000,SUTTER AV,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.669142000000001,Pennsylvania Av,-73.895302999999998,0.000000000000000,68120.000000000000000,0047548,BR02027,19.000000000000000,PENNSYLVANIA AVENUE
40,60.000000000000000,41.000000000000000,LIVONIA AV,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.664332999999999,Pennsylvania Av,-73.894063000000003,0.000000000000000,68117.000000000000000,0047528,BR02029,19.000000000000000,PENNSYLVANIA AVENUE
41,41.000000000000000,42.000000000000000,NOSTRAND AV,315.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,46.000000000000000,40.600521999999998,AV U,-73.941683999999995,0.000000000000000,45380.000000000000000,0039734,BR02031,22.000000000000000,AVENUE U
42,45.000000000000000,43.000000000000000,E 13 ST,315.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,48.000000000000000,40.587719000000000,AV Z,-73.955862999999994,0.000000000000000,43801.000000000000000,0025932,BR02032,23.000000000000000,AVENUE Z
43,59.000000000000000,44.000000000000000,E 71 ST,318.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,46.000000000000000,40.619706000000001,AV U,-73.907818000000006,0.000000000000000,45428.000000000000000,0041647,BR02033,19.000000000000000,AVENUE U
44,43.000000000000000,45.000000000000000,UTICA AV,309.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,41.000000000000000,40.663623999999999,EMPIRE BLVD,-73.932017999999999,0.000000000000000,165114.000000000000000,0282829,BR02034,20.000000000000000,EMPIRE BOULEVARD
45,60.000000000000000,46.000000000000000,CRESCENT ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.673153999999997,SUTTER AV,-73.869817999999995,0.000000000000000,71488.000000000000000,0050656,BR02035,19.000000000000000,SUTTER AVENUE
46,60.000000000000000,47.000000000000000,HENDRIX ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.670312000000003,SUTTER AV,-73.888463000000002,0.000000000000000,71467.000000000000000,0047818,BR02036,18.000000000000000,SUTTER AVENUE
47,60.000000000000000,48.000000000000000,VERMONT ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.662638999999999,NEW LOTS AV,-73.891114000000002,0.000000000000000,74139.000000000000000,0047642,BR02037,19.000000000000000,NEW LOTS AVENUE
48,60.000000000000000,49.000000000000000,FOUNTAIN AV,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.669341000000003,DUMONT AV,-73.874260000000007,0.000000000000000,73009.000000000000000,0048256,BR02038,19.000000000000000,DUMONT AVENUE
49,54.000000000000000,50.000000000000000,Pennsylvania Av,305.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,37.000000000000000,40.678279000000003,JAMAICA AV,-73.897034000000005,29320.000000000000000,73669.000000000000000,0047473,BR0204,18.000000000000000,JAMAICA AVENUE
50,60.000000000000000,51.000000000000000,NEW LOTS AV,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.661594000000001,Pennsylvania Av,-73.893066000000005,0.000000000000000,68115.000000000000000,0047518,BR02040,19.000000000000000,PENNSYLVANIA AVENUE
51,60.000000000000000,52.000000000000000,ELTON ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.666854999999998,NEW LOTS AV,-73.881395999999995,9045130.000000000000000,172034.000000000000000,0293972,BR02041,19.000000000000000,NEW LOTS AVENUE
52,60.000000000000000,53.000000000000000,BRADFORD ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.663367999999998,NEW LOTS AV,-73.889459000000002,0.000000000000000,74137.000000000000000,0047646,BR02042,19.000000000000000,NEW LOTS AVENUE
53,42.000000000000000,54.000000000000000,BEDFORD AV,314.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,45.000000000000000,40.633392999999998,GLENWOOD RD,-73.952575999999993,0.000000000000000,46711.000000000000000,0028517,BR02043,21.000000000000000,GLENWOOD ROAD
54,59.000000000000000,55.000000000000000,AV L,318.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,46.000000000000000,40.624566999999999,RALPH AV,-73.917649999999995,0.000000000000000,66857.000000000000000,0041367,BR02045,19.000000000000000,RALPH AVENUE
55,59.000000000000000,56.000000000000000,E 80 ST,318.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,46.000000000000000,40.635384000000002,FLATLANDS AV,-73.913690000000003,0.000000000000000,48254.000000000000000,0042660,BR02046,19.000000000000000,FLATLANDS AVENUE
56,41.000000000000000,57.000000000000000,E 28 ST,315.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,48.000000000000000,40.583950000000002,EMMONS AV,-73.941035999999997,0.000000000000000,46988.000000000000000,0157530,BR02047,23.000000000000000,EMMONS AVENUE
57,50.000000000000000,58.000000000000000,GRAND ST,301.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,34.000000000000000,40.713715000000001,DRIGGS AV,-73.960012000000006,0.000000000000000,45597.000000000000000,0030792,BR02048,18.000000000000000,DRIGGS AVENUE
58,53.000000000000000,59.000000000000000,LORIMER ST,301.000000000000000,3.000000000000000,Brooklyn,12.000000000000000,34.000000000000000,40.714142000000002,METROPOLITAN AV,-73.949230999999997,19880.000000000000000,46661.000000000000000,0031274,BR02049,18.000000000000000,METROPOLITAN AVENUE
59,57.000000000000000,60.000000000000000,CLASSON AV,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.690373000000001,DEKALB AV,-73.960660000000004,0.000000000000000,38194.000000000000000,0030475,BR02050,25.000000000000000,DEKALB AVENUE
60,57.000000000000000,61.000000000000000,BETWEEN EDWARDS ST & NAVY ST,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.693519999999999,MYRTLE AV BETWEEN EDWARDS ST & NAVY ST,-73.978099999999998,0.000000000000000,43600.000000000000000,0029914,BR02051,25.000000000000000,MYRTLE AVENUE
61,56.000000000000000,62.000000000000000,SCHENECTADY AV,308.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,36.000000000000000,40.675241999999997,BERGEN ST,-73.933086000000003,26810.000000000000000,45817.000000000000000,0043180,BR02052,25.000000000000000,BERGEN STREET
62,56.000000000000000,63.000000000000000,UTICA AV,308.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,35.000000000000000,40.670510999999998,ST JOHNS PL,-73.931144000000003,26865.000000000000000,69061.000000000000000,0043166,BR02054,20.000000000000000,ST JOHNS PLACE
63,56.000000000000000,64.000000000000000,PACIFIC ST,308.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.677424999999999,KINGSTON AV,-73.941361000000001,0.000000000000000,48944.000000000000000,0185897,BR02055,25.000000000000000,KINGSTON AVENUE
64,57.000000000000000,65.000000000000000,@ ASHLAND PLACE,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.687947000000001,FULTON ST,-73.978660000000005,9007852.000000000000000,0.000000000000000,8102770,BR02056,25.000000000000000,4 AVENUE LINE
65,38.000000000000000,66.000000000000000,ELDERT LANE,409.000000000000000,4.000000000000000,Queens,7.000000000000000,32.000000000000000,40.683101000000001,Atlantic Av,-73.866056000000000,0.000000000000000,166915.000000000000000,0152392,BR02059,12.000000000000000,ATLANTIC AVENUE
66,54.000000000000000,67.000000000000000,LIBERTY AV,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,37.000000000000000,40.678598000000001,GRANT AV,-73.866093000000006,0.000000000000000,90469.000000000000000,0050839,BR02060,19.000000000000000,GRANT AVENUE
67,54.000000000000000,68.000000000000000,FULTON ST,305.000000000000000,3.000000000000000,Brooklyn,7.000000000000000,37.000000000000000,40.683366999999997,CRESCENT ST,-73.872170999999994,0.000000000000000,73925.000000000000000,0168645,BR02061,18.000000000000000,CRESCENT STREET
68,56.000000000000000,69.000000000000000,LEWIS AV,303.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.687984999999998,GATES AV,-73.935860000000005,9003318.000000000000000,68951.000000000000000,9001571,BR02064,25.000000000000000,GATES AVENUE
69,54.000000000000000,70.000000000000000,LEWIS AV,303.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.693049000000002,DEKALB AV,-73.937415999999999,9003118.000000000000000,150691.000000000000000,9000981,BR02066,18.000000000000000,DEKALB AVENUE
70,57.000000000000000,71.000000000000000,GOLD ST,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.699894000000000,SANDS ST,-73.983400000000003,9041364.000000000000000,166829.000000000000000,0285402,BR02068,25.000000000000000,SANDS STREET
71,57.000000000000000,72.000000000000000,RYERSON ST,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.690027999999998,DEKALB AV,-73.963651999999996,0.000000000000000,38170.000000000000000,0030469,BR02069,25.000000000000000,DEKALB AVENUE
72,56.000000000000000,73.000000000000000,MYRTLE AV,303.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.695416999999999,TOMPKINS AV,-73.946403000000004,0.000000000000000,44627.000000000000000,0031307,BR02070,18.000000000000000,TOMPKINS AVENUE
73,52.000000000000000,74.000000000000000,FLATBUSH AV,306.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,39.000000000000000,40.677844000000000,7 AV,-73.973258999999999,18624.000000000000000,56350.000000000000000,0029047,BR02071,20.000000000000000,7 AVENUE
74,48.000000000000000,75.000000000000000,E 15 ST,314.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,44.000000000000000,40.618048999999999,AV M,-73.960355000000007,0.000000000000000,62808.000000000000000,0027128,BR02073,17.000000000000000,AVENUE M
75,50.000000000000000,76.000000000000000,CARLTON AV,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.693311000000001,MYRTLE AV,-73.972719999999995,9039621.000000000000000,43593.000000000000000,0030074,BR02074,25.000000000000000,MYRTLE AVENUE
76,56.000000000000000,77.000000000000000,TROY AV,308.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,36.000000000000000,40.675393999999997,BERGEN ST,-73.935889000000003,26770.000000000000000,45816.000000000000000,0043102,BR02076,25.000000000000000,BERGEN STREET
77,58.000000000000000,78.000000000000000,E 98 ST,317.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,42.000000000000000,40.656689000000000,CHURCH AV,-73.914073000000002,0.000000000000000,38514.000000000000000,0042646,BR02077,20.000000000000000,CHURCH AVENUE
78,42.000000000000000,79.000000000000000,ROGERS AV,317.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,45.000000000000000,40.638519000000002,FOSTER AV,-73.950978000000006,18343.000000000000000,70393.000000000000000,0028542,BR02078,21.000000000000000,FOSTER AVENUE
79,58.000000000000000,80.000000000000000,LENOX RD,317.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,41.000000000000000,40.656309999999998,REMSEN AV,-73.923720000000003,0.000000000000000,68608.000000000000000,0042361,BR02079,20.000000000000000,REMSEN AVENUE
80,55.000000000000000,81.000000000000000,LIVONIA AV,316.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,42.000000000000000,40.662315000000000,ROCKAWAY AV,-73.908771000000002,0.000000000000000,70584.000000000000000,0043976,BR02080,19.000000000000000,ROCKAWAY AVENUE
81,55.000000000000000,82.000000000000000,PITKIN AV,316.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,41.000000000000000,40.668407999999999,SARATOGA AV,-73.917327999999998,0.000000000000000,89689.000000000000000,0043719,BR02081,20.000000000000000,SARATOGA AVENUE
82,55.000000000000000,83.000000000000000,VAN SINDEREN AV,316.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,37.000000000000000,40.677807000000001,FULTON ST,-73.903578999999993,0.000000000000000,39149.000000000000000,0047170,BR02082,18.000000000000000,FULTON STREET
83,55.000000000000000,84.000000000000000,@ PARK PLACE,316.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,41.000000000000000,40.671340000000001,SARATOGA AV @ PARK PLACE,-73.917060000000006,9004414.000000000000000,72852.000000000000000,9002103,BR02083,25.000000000000000,SARATOGA AVENUE
84,55.000000000000000,85.000000000000000,DEAN ST,316.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,41.000000000000000,40.675193999999998,Thomas Boyland St,-73.913730999999999,0.000000000000000,71127.000000000000000,0043895,BR02084,25.000000000000000,THOMAS S BOYLAND STREET
85,60.000000000000000,86.000000000000000,HEGEMAN AV,316.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.656156000000003,ROCKAWAY AV,-73.907183000000003,26683.000000000000000,70588.000000000000000,0167454,BR02085,19.000000000000000,ROCKAWAY AVENUE
86,55.000000000000000,87.000000000000000,DUMONT AV,316.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.665323000000001,POWELL ST,-73.902754000000002,9005257.000000000000000,71217.000000000000000,9002464,BR02086,19.000000000000000,POWELL STREET
87,60.000000000000000,88.000000000000000,BRADFORD ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.669946000000003,SUTTER AV,-73.891840999999999,0.000000000000000,71463.000000000000000,0047682,BR02087,19.000000000000000,SUTTER AVENUE
88,60.000000000000000,89.000000000000000,ESSEX ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.671489000000001,SUTTER AV,-73.881381000000005,0.000000000000000,71475.000000000000000,0048106,BR02088,18.000000000000000,SUTTER AVENUE
89,60.000000000000000,90.000000000000000,CRESCENT ST,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.673053000000003,SUTTER AV,-73.869618000000003,31229.000000000000000,71488.000000000000000,0050656,BR02089,19.000000000000000,SUTTER AVENUE
90,48.000000000000000,91.000000000000000,CONEY ISLAND AV,314.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,44.000000000000000,40.624876000000000,AV J,-73.964860000000002,0.000000000000000,38101.000000000000000,0026892,BR02090,17.000000000000000,AVENUE J
91,48.000000000000000,92.000000000000000,50 ST,312.000000000000000,3.000000000000000,Brooklyn,10.000000000000000,44.000000000000000,40.634324999999997,13 AV,-73.992970000000000,0.000000000000000,43021.000000000000000,0021243,BR02092,17.000000000000000,13 AVENUE
92,50.000000000000000,93.000000000000000,HUMBOLDT ST,301.000000000000000,3.000000000000000,Brooklyn,12.000000000000000,33.000000000000000,40.731627000000003,GREENPOINT AV,-73.946141999999995,0.000000000000000,47245.000000000000000,0035671,BR02093,18.000000000000000,GREENPOINT AVENUE
93,50.000000000000000,94.000000000000000,GREENPOINT AV,301.000000000000000,3.000000000000000,Brooklyn,12.000000000000000,33.000000000000000,40.730445000000003,MANHATTAN AV,-73.954194000000001,0.000000000000000,44544.000000000000000,0035156,BR02094,18.000000000000000,MANHATTAN AVENUE
94,53.000000000000000,95.000000000000000,SKILLMAN AV,301.000000000000000,3.000000000000000,Brooklyn,12.000000000000000,34.000000000000000,40.715978000000000,KINGSLAND AV,-73.940147999999994,40541.000000000000000,48885.000000000000000,0065824,BR02095,18.000000000000000,KINGSLAND AVENUE
95,60.000000000000000,96.000000000000000,BETWEEN ASHFORD ST & WARWICK S,305.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,42.000000000000000,40.666110000000003,NEW LOTS AV BETWEEN ASHFORD ST & WARWICK S,-73.883449999999996,65767.000000000000000,74126.000000000000000,0110512,BR02097,19.000000000000000,NEW LOTS AVENUE
96,56.000000000000000,97.000000000000000,LEWIS AV,303.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,36.000000000000000,40.679685999999997,FULTON ST,-73.935250999999994,0.000000000000000,39121.000000000000000,0043109,BR02098,25.000000000000000,FULTON STREET
97,57.000000000000000,98.000000000000000,GOLD ST,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.698276000000000,NASSAU ST,-73.982605000000007,0.000000000000000,89616.000000000000000,9005042,BR02102,25.000000000000000,NASSAU STREET
98,57.000000000000000,99.000000000000000,ASHLAND PL,302.000000000000000,3.000000000000000,Brooklyn,8.000000000000000,35.000000000000000,40.693423000000003,MYRTLE AV,-73.979409000000004,0.000000000000000,43601.000000000000000,0024599,BR02103,25.000000000000000,MYRTLE AVENUE
99,44.000000000000000,100.000000000000000,CATON  PL,307.000000000000000,3.000000000000000,Brooklyn,9.000000000000000,39.000000000000000,40.649777000000000,Coney Island Av,-73.971992999999998,0.000000000000000,39261.000000000000000,0028022,BR02104,21.000000000000000,CONEY ISLAND AVENUE
